PAIMS_ADDRESS.CIVIC_ADDRESS,PAIMS_ADDRESS.CITY,Data Conversion.CIVIC_ADDRESS,Data Conversion.CITY,ErrorCode,ErrorColumn
3542-hidden,Burns Lake,3542-hidden,Burns Lake,-1071607778,0
3543-hidden,Burns Lake,3543-hidden,Burns Lake,-1071607778,0
3546-hidden,Quesnel,3546-hidden,Quesnel,-1071607778,0
3547-hidden,Quesnel,3547-hidden,Quesnel,-1071607778,0
5868-hidden,Vernon,5868-hidden,Vernon,-1071607778,0
5869-hidden,Vernon,5869-hidden,Vernon,-1071607778,0
5870-hidden,Comox,5870-hidden,Comox,-1071607778,0
4071-hidden,Nanaimo,4071-hidden,Nanaimo,-1071607778,0
4072-hidden,Nanaimo,4072-hidden,Nanaimo,-1071607778,0
4073-hidden,Nanaimo,4073-hidden,Nanaimo,-1071607778,0
4074-hidden,Nanaimo,4074-hidden,Nanaimo,-1071607778,0
4075-hidden,Nanaimo,4075-hidden,Nanaimo,-1071607778,0
4076-hidden,Lamming Mills,4076-hidden,Lamming Mills,-1071607778,0
4077-hidden,Lamming Mills,4077-hidden,Lamming Mills,-1071607778,0
4078-hidden,Nanaimo,4078-hidden,Nanaimo,-1071607778,0
4079-hidden,Nanaimo,4079-hidden,Nanaimo,-1071607778,0
4080-hidden,Quesnel,4080-hidden,Quesnel,-1071607778,0
4086-hidden,Malahat,4086-hidden,Malahat,-1071607778,0
4087-hidden,Malahat,4087-hidden,Malahat,-1071607778,0
4088-hidden,Chilliwack,4088-hidden,Chilliwack,-1071607778,0
4089-hidden,Victoria,4089-hidden,Victoria,-1071607778,0
4096-hidden,Quesnel,4096-hidden,Quesnel,-1071607778,0
4097-hidden,Quesnel,4097-hidden,Quesnel,-1071607778,0
4098-hidden,Port Alice,4098-hidden,Port Alice,-1071607778,0
4099-hidden,Sayward,4099-hidden,Sayward,-1071607778,0
4100-hidden,Quesnel,4100-hidden,Quesnel,-1071607778,0
4101-hidden,Quesnel,4101-hidden,Quesnel,-1071607778,0
4102-hidden,Quesnel,4102-hidden,Quesnel,-1071607778,0
4103-hidden,Quesnel,4103-hidden,Quesnel,-1071607778,0
4104-hidden,Quesnel,4104-hidden,Quesnel,-1071607778,0
4106-hidden,Prince George,4106-hidden,Prince George,-1071607778,0
4116-hidden,Grand Forks,4116-hidden,Grand Forks,-1071607778,0
4117-hidden,Kitchener,4117-hidden,Kitchener,-1071607778,0
4118-hidden,Paterson,4118-hidden,Paterson,-1071607778,0
4119-hidden,Victoria,4119-hidden,Victoria,-1071607778,0
4120-hidden,Victoria,4120-hidden,Victoria,-1071607778,0
4597-hidden,New Westmisnter,4597-hidden,New Westmisnter,-1071607778,0
4598-hidden,Victoria,4598-hidden,Victoria,-1071607778,0
4729-hidden,McMuphy,4729-hidden,McMuphy,-1071607778,0
4730-hidden,McMurphy,4730-hidden,McMurphy,-1071607778,0
4731-hidden,McMurphy,4731-hidden,McMurphy,-1071607778,0
4732-hidden,Victoria,4732-hidden,Victoria,-1071607778,0
4733-hidden,McMurphy,4733-hidden,McMurphy,-1071607778,0
4734-hidden,McMurphy,4734-hidden,McMurphy,-1071607778,0
4735-hidden,Victoria,4735-hidden,Victoria,-1071607778,0
4736-hidden,Kamloops,4736-hidden,Kamloops,-1071607778,0
4737-hidden,Kamloops,4737-hidden,Kamloops,-1071607778,0
4738-hidden,Cowichan,4738-hidden,Cowichan,-1071607778,0
4739-hidden,Deerholme,4739-hidden,Deerholme,-1071607778,0
4740-hidden,Kamloops,4740-hidden,Kamloops,-1071607778,0
4741-hidden,Kamloops,4741-hidden,Kamloops,-1071607778,0
4742-hidden,Deerholme,4742-hidden,Deerholme,-1071607778,0
4743-hidden,Nelson,4743-hidden,Nelson,-1071607778,0
4744-hidden,Kamloops,4744-hidden,Kamloops,-1071607778,0
4745-hidden,Kamloops,4745-hidden,Kamloops,-1071607778,0
4746-hidden,Rayleigh,4746-hidden,Rayleigh,-1071607778,0
4747-hidden,Rayleigh,4747-hidden,Rayleigh,-1071607778,0
4748-hidden,Osoyoos,4748-hidden,Osoyoos,-1071607778,0
4749-hidden,Deerholm,4749-hidden,Deerholm,-1071607778,0
4750-hidden,Deerholme,4750-hidden,Deerholme,-1071607778,0
4751-hidden,Deerholme,4751-hidden,Deerholme,-1071607778,0
4752-hidden,Deerholme,4752-hidden,Deerholme,-1071607778,0
3260-hidden,VICTORIA,3260-hidden,VICTORIA,-1071607778,0
3261-hidden,VICTORIA,3261-hidden,VICTORIA,-1071607778,0
3262-hidden,Ladysmith,3262-hidden,Ladysmith,-1071607778,0
2829-hidden,Port Moody,2829-hidden,Port Moody,-1071607778,0
2830-hidden,Salmo,2830-hidden,Salmo,-1071607778,0
2831-hidden,Nelson,2831-hidden,Nelson,-1071607778,0
2832-hidden,Winfield,2832-hidden,Winfield,-1071607778,0
2833-hidden,Winfield,2833-hidden,Winfield,-1071607778,0
2834-hidden,Winfield,2834-hidden,Winfield,-1071607778,0
2835-hidden,Winfield,2835-hidden,Winfield,-1071607778,0
2836-hidden,Winfield,2836-hidden,Winfield,-1071607778,0
2837-hidden,Princeton,2837-hidden,Princeton,-1071607778,0
2838-hidden,Kaleden,2838-hidden,Kaleden,-1071607778,0
2839-hidden,Kaleden,2839-hidden,Kaleden,-1071607778,0
2840-hidden,Twin Lakes,2840-hidden,Twin Lakes,-1071607778,0
2846-hidden,Wardner,2846-hidden,Wardner,-1071607778,0
2847-hidden,Meadowbrook,2847-hidden,Meadowbrook,-1071607778,0
2848-hidden,Athalmer,2848-hidden,Athalmer,-1071607778,0
2849-hidden,Athalmer,2849-hidden,Athalmer,-1071607778,0
2851-hidden,Greenwood,2851-hidden,Greenwood,-1071607778,0
2852-hidden,Greenwood,2852-hidden,Greenwood,-1071607778,0
2853-hidden,Revelstoke,2853-hidden,Revelstoke,-1071607778,0
2855-hidden,Keremeos - rural,2855-hidden,Keremeos - rural,-1071607778,0
2856-hidden,Keremeos - rural,2856-hidden,Keremeos - rural,-1071607778,0
2857-hidden,,2857-hidden,,-1071607778,0
2858-hidden,Terrace,2858-hidden,Terrace,-1071607778,0
2859-hidden,Terrace,2859-hidden,Terrace,-1071607778,0
2860-hidden,,2860-hidden,,-1071607778,0
2866-hidden,Terrace,2866-hidden,Terrace,-1071607778,0
3371-hidden,Alberni,3371-hidden,Alberni,-1071607778,0
3372-hidden,Alberni,3372-hidden,Alberni,-1071607778,0
3373-hidden,Maple Ridge,3373-hidden,Maple Ridge,-1071607778,0
3374-hidden,Maple Ridge,3374-hidden,Maple Ridge,-1071607778,0
3376-hidden,Langford,3376-hidden,Langford,-1071607778,0
3487-hidden,Stewart,3487-hidden,Stewart,-1071607778,0
3488-hidden,Stewart,3488-hidden,Stewart,-1071607778,0
3489-hidden,Stewart,3489-hidden,Stewart,-1071607778,0
3490-hidden,Stewart,3490-hidden,Stewart,-1071607778,0
3491-hidden,Stewart,3491-hidden,Stewart,-1071607778,0
3492-hidden,Smithers,3492-hidden,Smithers,-1071607778,0
3493-hidden,Smithers,3493-hidden,Smithers,-1071607778,0
3494-hidden,South Hazelton,3494-hidden,South Hazelton,-1071607778,0
3495-hidden,South Hazelton,3495-hidden,South Hazelton,-1071607778,0
3496-hidden,South Hazelton,3496-hidden,South Hazelton,-1071607778,0
3497-hidden,South Hazelton,3497-hidden,South Hazelton,-1071607778,0
3498-hidden,South Hazelton,3498-hidden,South Hazelton,-1071607778,0
3499-hidden,South Hazelton,3499-hidden,South Hazelton,-1071607778,0
3500-hidden,South Hazelton,3500-hidden,South Hazelton,-1071607778,0
3501-hidden,South Hazelton,3501-hidden,South Hazelton,-1071607778,0
3502-hidden,South Hazelton,3502-hidden,South Hazelton,-1071607778,0
3503-hidden,South Hazelton,3503-hidden,South Hazelton,-1071607778,0
3504-hidden,South Hazelton,3504-hidden,South Hazelton,-1071607778,0
3505-hidden,South Hazelton,3505-hidden,South Hazelton,-1071607778,0
3506-hidden,South Hazelton,3506-hidden,South Hazelton,-1071607778,0
3507-hidden,South Hazelton,3507-hidden,South Hazelton,-1071607778,0
3508-hidden,South Hazelton,3508-hidden,South Hazelton,-1071607778,0
3509-hidden,South Hazelton,3509-hidden,South Hazelton,-1071607778,0
3510-hidden,Decker Lake,3510-hidden,Decker Lake,-1071607778,0
3511-hidden,Burns Lake,3511-hidden,Burns Lake,-1071607778,0
3512-hidden,Decker Lake,3512-hidden,Decker Lake,-1071607778,0
3513-hidden,Terrace,3513-hidden,Terrace,-1071607778,0
3514-hidden,Terrace,3514-hidden,Terrace,-1071607778,0
3956-hidden,Fort St. John,3956-hidden,Fort St. John,-1071607778,0
3957-hidden,Prince George,3957-hidden,Prince George,-1071607778,0
3958-hidden,Quesnel,3958-hidden,Quesnel,-1071607778,0
3959-hidden,Prince George,3959-hidden,Prince George,-1071607778,0
3960-hidden,Prince George,3960-hidden,Prince George,-1071607778,0
3961-hidden,Nanoose,3961-hidden,Nanoose,-1071607778,0
4599-hidden,Port Moody,4599-hidden,Port Moody,-1071607778,0
4600-hidden,Victoria,4600-hidden,Victoria,-1071607778,0
4601-hidden,Victoria,4601-hidden,Victoria,-1071607778,0
4602-hidden,Victoria,4602-hidden,Victoria,-1071607778,0
4603-hidden,Victoria,4603-hidden,Victoria,-1071607778,0
4604-hidden,Victoria,4604-hidden,Victoria,-1071607778,0
4605-hidden,Shawnigan Lake,4605-hidden,Shawnigan Lake,-1071607778,0
4606-hidden,Shawnigan Lake,4606-hidden,Shawnigan Lake,-1071607778,0
4607-hidden,Shawnigan Lake,4607-hidden,Shawnigan Lake,-1071607778,0
4608-hidden,Shawnigan Lake,4608-hidden,Shawnigan Lake,-1071607778,0
4609-hidden,Shawnigan Lake,4609-hidden,Shawnigan Lake,-1071607778,0
4610-hidden,Canal Flats,4610-hidden,Canal Flats,-1071607778,0
4611-hidden,Shawnigan Lake,4611-hidden,Shawnigan Lake,-1071607778,0
4612-hidden,Shawnigan Lake,4612-hidden,Shawnigan Lake,-1071607778,0
4613-hidden,Shawnigan Lake,4613-hidden,Shawnigan Lake,-1071607778,0
4614-hidden,Surrey,4614-hidden,Surrey,-1071607778,0
4615-hidden,Surrey,4615-hidden,Surrey,-1071607778,0
4616-hidden,Ainsworth,4616-hidden,Ainsworth,-1071607778,0
4617-hidden,Ainsworth,4617-hidden,Ainsworth,-1071607778,0
4618-hidden,Shawnigan Lake,4618-hidden,Shawnigan Lake,-1071607778,0
3118-hidden,New Hazelton,3118-hidden,New Hazelton,-1071607778,0
3119-hidden,New Hazelton,3119-hidden,New Hazelton,-1071607778,0
3120-hidden,New Hazelton,3120-hidden,New Hazelton,-1071607778,0
3263-hidden,VICTORIA,3263-hidden,VICTORIA,-1071607778,0
3264-hidden,VICTORIA,3264-hidden,VICTORIA,-1071607778,0
3265-hidden,VICTORIA,3265-hidden,VICTORIA,-1071607778,0
3266-hidden,VICTORIA,3266-hidden,VICTORIA,-1071607778,0
3267-hidden,VICTORIA,3267-hidden,VICTORIA,-1071607778,0
3268-hidden,VICTORIA,3268-hidden,VICTORIA,-1071607778,0
3269-hidden,VICTORIA,3269-hidden,VICTORIA,-1071607778,0
3270-hidden,VICTORIA,3270-hidden,VICTORIA,-1071607778,0
3271-hidden,VICTORIA,3271-hidden,VICTORIA,-1071607778,0
3272-hidden,VICTORIA,3272-hidden,VICTORIA,-1071607778,0
3273-hidden,VICTORIA,3273-hidden,VICTORIA,-1071607778,0
3274-hidden,VICTORIA,3274-hidden,VICTORIA,-1071607778,0
3275-hidden,VICTORIA,3275-hidden,VICTORIA,-1071607778,0
3276-hidden,VICTORIA,3276-hidden,VICTORIA,-1071607778,0
3277-hidden,VICTORIA,3277-hidden,VICTORIA,-1071607778,0
3749-hidden,VICTORIA,3749-hidden,VICTORIA,-1071607778,0
3750-hidden,VICTORIA,3750-hidden,VICTORIA,-1071607778,0
3751-hidden,Port Alberni,3751-hidden,Port Alberni,-1071607778,0
3752-hidden,Port Alberni,3752-hidden,Port Alberni,-1071607778,0
3377-hidden,Langford,3377-hidden,Langford,-1071607778,0
3378-hidden,Maple Ridge,3378-hidden,Maple Ridge,-1071607778,0
3379-hidden,Maple Ridge,3379-hidden,Maple Ridge,-1071607778,0
3380-hidden,Maple Ridge,3380-hidden,Maple Ridge,-1071607778,0
3381-hidden,Maple Ridge,3381-hidden,Maple Ridge,-1071607778,0
3382-hidden,Port Moody,3382-hidden,Port Moody,-1071607778,0
3383-hidden,Langley,3383-hidden,Langley,-1071607778,0
3384-hidden,Richmond,3384-hidden,Richmond,-1071607778,0
3385-hidden,Victoria,3385-hidden,Victoria,-1071607778,0
3386-hidden,Victoria,3386-hidden,Victoria,-1071607778,0
3387-hidden,Aldergrove,3387-hidden,Aldergrove,-1071607778,0
3388-hidden,Langley,3388-hidden,Langley,-1071607778,0
3389-hidden,Langley,3389-hidden,Langley,-1071607778,0
3390-hidden,Victoria,3390-hidden,Victoria,-1071607778,0
3391-hidden,Victoria,3391-hidden,Victoria,-1071607778,0
3392-hidden,New Westminster,3392-hidden,New Westminster,-1071607778,0
3393-hidden,Richmond,3393-hidden,Richmond,-1071607778,0
3394-hidden,Richmond,3394-hidden,Richmond,-1071607778,0
3395-hidden,Richmond,3395-hidden,Richmond,-1071607778,0
3871-hidden,Quesnel,3871-hidden,Quesnel,-1071607778,0
3872-hidden,Quesnel,3872-hidden,Quesnel,-1071607778,0
3873-hidden,VICTORIA,3873-hidden,VICTORIA,-1071607778,0
3874-hidden,Quesnel,3874-hidden,Quesnel,-1071607778,0
3876-hidden,Prince George,3876-hidden,Prince George,-1071607778,0
4456-hidden,VICTORIA,4456-hidden,VICTORIA,-1071607778,0
4457-hidden,VICTORIA,4457-hidden,VICTORIA,-1071607778,0
4458-hidden,VICTORIA,4458-hidden,VICTORIA,-1071607778,0
4459-hidden,VICTORIA,4459-hidden,VICTORIA,-1071607778,0
4460-hidden,VICTORIA,4460-hidden,VICTORIA,-1071607778,0
4461-hidden,VICTORIA,4461-hidden,VICTORIA,-1071607778,0
4462-hidden,VICTORIA,4462-hidden,VICTORIA,-1071607778,0
4463-hidden,VICTORIA,4463-hidden,VICTORIA,-1071607778,0
4464-hidden,VICTORIA,4464-hidden,VICTORIA,-1071607778,0
4465-hidden,VICTORIA,4465-hidden,VICTORIA,-1071607778,0
4466-hidden,VICTORIA,4466-hidden,VICTORIA,-1071607778,0
4476-hidden,Victoria,4476-hidden,Victoria,-1071607778,0
4477-hidden,Victoria,4477-hidden,Victoria,-1071607778,0
4478-hidden,Victoria,4478-hidden,Victoria,-1071607778,0
4479-hidden,Victoria,4479-hidden,Victoria,-1071607778,0
4480-hidden,Victoria,4480-hidden,Victoria,-1071607778,0
4481-hidden,Victoria,4481-hidden,Victoria,-1071607778,0
4482-hidden,N/A,4482-hidden,N/A,-1071607778,0
2977-hidden,Smithers,2977-hidden,Smithers,-1071607778,0
2978-hidden,Smithers,2978-hidden,Smithers,-1071607778,0
2979-hidden,Smithers,2979-hidden,Smithers,-1071607778,0
2980-hidden,Prince Rupert,2980-hidden,Prince Rupert,-1071607778,0
2981-hidden,Prince Rupert,2981-hidden,Prince Rupert,-1071607778,0
3121-hidden,New Hazelton,3121-hidden,New Hazelton,-1071607778,0
3122-hidden,New Hazelton,3122-hidden,New Hazelton,-1071607778,0
3123-hidden,New Hazelton,3123-hidden,New Hazelton,-1071607778,0
3124-hidden,New Hazelton,3124-hidden,New Hazelton,-1071607778,0
3125-hidden,New Hazelton,3125-hidden,New Hazelton,-1071607778,0
3126-hidden,New Hazelton,3126-hidden,New Hazelton,-1071607778,0
3127-hidden,New Hazelton,3127-hidden,New Hazelton,-1071607778,0
3128-hidden,New Hazelton,3128-hidden,New Hazelton,-1071607778,0
3129-hidden,New Hazelton,3129-hidden,New Hazelton,-1071607778,0
3130-hidden,New Hazelton,3130-hidden,New Hazelton,-1071607778,0
3131-hidden,New Hazelton,3131-hidden,New Hazelton,-1071607778,0
3132-hidden,New Hazelton,3132-hidden,New Hazelton,-1071607778,0
3133-hidden,New Hazelton,3133-hidden,New Hazelton,-1071607778,0
3134-hidden,New Hazelton,3134-hidden,New Hazelton,-1071607778,0
3135-hidden,New Hazelton,3135-hidden,New Hazelton,-1071607778,0
3136-hidden,New Hazelton,3136-hidden,New Hazelton,-1071607778,0
3137-hidden,New Hazelton,3137-hidden,New Hazelton,-1071607778,0
3138-hidden,New Hazelton,3138-hidden,New Hazelton,-1071607778,0
3139-hidden,New Hazelton,3139-hidden,New Hazelton,-1071607778,0
3140-hidden,Malakwa,3140-hidden,Malakwa,-1071607778,0
3141-hidden,Malakwa,3141-hidden,Malakwa,-1071607778,0
3142-hidden,New Hazelton,3142-hidden,New Hazelton,-1071607778,0
3143-hidden,New Hazelton,3143-hidden,New Hazelton,-1071607778,0
3144-hidden,New Hazelton,3144-hidden,New Hazelton,-1071607778,0
3145-hidden,New Hazelton,3145-hidden,New Hazelton,-1071607778,0
3146-hidden,New Hazelton,3146-hidden,New Hazelton,-1071607778,0
3147-hidden,New Hazelton,3147-hidden,New Hazelton,-1071607778,0
3148-hidden,New Hazelton,3148-hidden,New Hazelton,-1071607778,0
3640-hidden,VICTORIA,3640-hidden,VICTORIA,-1071607778,0
3641-hidden,Quadra Island,3641-hidden,Quadra Island,-1071607778,0
3753-hidden,Port Alberni,3753-hidden,Port Alberni,-1071607778,0
3754-hidden,Port Alberni,3754-hidden,Port Alberni,-1071607778,0
3756-hidden,Victoria,3756-hidden,Victoria,-1071607778,0
3757-hidden,Moyie,3757-hidden,Moyie,-1071607778,0
3758-hidden,Delta,3758-hidden,Delta,-1071607778,0
3759-hidden,New Westminister,3759-hidden,New Westminister,-1071607778,0
3760-hidden,New Westminister,3760-hidden,New Westminister,-1071607778,0
3761-hidden,langley,3761-hidden,langley,-1071607778,0
3762-hidden,New Westminster,3762-hidden,New Westminster,-1071607778,0
3763-hidden,New Westminster,3763-hidden,New Westminster,-1071607778,0
3764-hidden,Qualicum,3764-hidden,Qualicum,-1071607778,0
3765-hidden,Qualicum,3765-hidden,Qualicum,-1071607778,0
3766-hidden,Wasa,3766-hidden,Wasa,-1071607778,0
3767-hidden,New Westminster,3767-hidden,New Westminster,-1071607778,0
3768-hidden,New Westminster,3768-hidden,New Westminster,-1071607778,0
3769-hidden,New Westminster,3769-hidden,New Westminster,-1071607778,0
3770-hidden,New Westminster,3770-hidden,New Westminster,-1071607778,0
3771-hidden,Brunaby,3771-hidden,Brunaby,-1071607778,0
3772-hidden,Meadow Creek,3772-hidden,Meadow Creek,-1071607778,0
3773-hidden,Ladysmith,3773-hidden,Ladysmith,-1071607778,0
3774-hidden,Ladysmith,3774-hidden,Ladysmith,-1071607778,0
3775-hidden,Ladysmith,3775-hidden,Ladysmith,-1071607778,0
4249-hidden,Dawson Creek,4249-hidden,Dawson Creek,-1071607778,0
4250-hidden,Sparwood,4250-hidden,Sparwood,-1071607778,0
4251-hidden,Buranby,4251-hidden,Buranby,-1071607778,0
4252-hidden,Sparwood,4252-hidden,Sparwood,-1071607778,0
3877-hidden,Prince George,3877-hidden,Prince George,-1071607778,0
3878-hidden,Prince George,3878-hidden,Prince George,-1071607778,0
3879-hidden,Prince George,3879-hidden,Prince George,-1071607778,0
3880-hidden,Prince George,3880-hidden,Prince George,-1071607778,0
3881-hidden,Fort St. James,3881-hidden,Fort St. James,-1071607778,0
3882-hidden,Quesnel,3882-hidden,Quesnel,-1071607778,0
3883-hidden,Valemount,3883-hidden,Valemount,-1071607778,0
3884-hidden,Valemount,3884-hidden,Valemount,-1071607778,0
3885-hidden,Valemount,3885-hidden,Valemount,-1071607778,0
3886-hidden,Valemount,3886-hidden,Valemount,-1071607778,0
3887-hidden,Valemount,3887-hidden,Valemount,-1071607778,0
3888-hidden,Valemount,3888-hidden,Valemount,-1071607778,0
3889-hidden,Valemount,3889-hidden,Valemount,-1071607778,0
3890-hidden,Valemount,3890-hidden,Valemount,-1071607778,0
3891-hidden,Valemount,3891-hidden,Valemount,-1071607778,0
3892-hidden,Valemount,3892-hidden,Valemount,-1071607778,0
3893-hidden,Valemount,3893-hidden,Valemount,-1071607778,0
3894-hidden,Burns Lake,3894-hidden,Burns Lake,-1071607778,0
3895-hidden,Burns Lake,3895-hidden,Burns Lake,-1071607778,0
3896-hidden,Smithers,3896-hidden,Smithers,-1071607778,0
3897-hidden,Stewart,3897-hidden,Stewart,-1071607778,0
3898-hidden,Stewart,3898-hidden,Stewart,-1071607778,0
3899-hidden,Stewart,3899-hidden,Stewart,-1071607778,0
3900-hidden,Smithers,3900-hidden,Smithers,-1071607778,0
3901-hidden,Terrace,3901-hidden,Terrace,-1071607778,0
3902-hidden,Terrace,3902-hidden,Terrace,-1071607778,0
3903-hidden,Comox,3903-hidden,Comox,-1071607778,0
4382-hidden,Vancouver,4382-hidden,Vancouver,-1071607778,0
4383-hidden,Vancouver,4383-hidden,Vancouver,-1071607778,0
4384-hidden,Vancouver,4384-hidden,Vancouver,-1071607778,0
4385-hidden,Coquitlam,4385-hidden,Coquitlam,-1071607778,0
3551-hidden,Coquitlam,3551-hidden,Coquitlam,-1071607778,0
3552-hidden,Burnaby,3552-hidden,Burnaby,-1071607778,0
3553-hidden,Prince George,3553-hidden,Prince George,-1071607778,0
3554-hidden,Quesnel,3554-hidden,Quesnel,-1071607778,0
3555-hidden,Gibbs Creek,3555-hidden,Gibbs Creek,-1071607778,0
3556-hidden,Gibbs Creek,3556-hidden,Gibbs Creek,-1071607778,0
3557-hidden,Ladysmith,3557-hidden,Ladysmith,-1071607778,0
3558-hidden,Nelson,3558-hidden,Nelson,-1071607778,0
3559-hidden,Nelson,3559-hidden,Nelson,-1071607778,0
3566-hidden,Vernon,3566-hidden,Vernon,-1071607778,0
3567-hidden,Vernon,3567-hidden,Vernon,-1071607778,0
3568-hidden,Vernon,3568-hidden,Vernon,-1071607778,0
3569-hidden,Ladysmith,3569-hidden,Ladysmith,-1071607778,0
3570-hidden,Ladysmith,3570-hidden,Ladysmith,-1071607778,0
3576-hidden,Rossland,3576-hidden,Rossland,-1071607778,0
3577-hidden,Rossland,3577-hidden,Rossland,-1071607778,0
3578-hidden,VICTORIA,3578-hidden,VICTORIA,-1071607778,0
3579-hidden,VICTORIA,3579-hidden,VICTORIA,-1071607778,0
3580-hidden,VICTORIA,3580-hidden,VICTORIA,-1071607778,0
3581-hidden,VICTORIA,3581-hidden,VICTORIA,-1071607778,0
3582-hidden,VICTORIA,3582-hidden,VICTORIA,-1071607778,0
3583-hidden,VICTORIA,3583-hidden,VICTORIA,-1071607778,0
3996-hidden,VICTORIA,3996-hidden,VICTORIA,-1071607778,0
3642-hidden,Quadra Island,3642-hidden,Quadra Island,-1071607778,0
3643-hidden,VICTORIA,3643-hidden,VICTORIA,-1071607778,0
3644-hidden,Victoria,3644-hidden,Victoria,-1071607778,0
3645-hidden,Victoria,3645-hidden,Victoria,-1071607778,0
3646-hidden,VICTORIA,3646-hidden,VICTORIA,-1071607778,0
3647-hidden,VICTORIA,3647-hidden,VICTORIA,-1071607778,0
3648-hidden,VICTORIA,3648-hidden,VICTORIA,-1071607778,0
3649-hidden,VICTORIA,3649-hidden,VICTORIA,-1071607778,0
3650-hidden,VICTORIA,3650-hidden,VICTORIA,-1071607778,0
3651-hidden,VICTORIA,3651-hidden,VICTORIA,-1071607778,0
3652-hidden,VICTORIA,3652-hidden,VICTORIA,-1071607778,0
3653-hidden,VICTORIA,3653-hidden,VICTORIA,-1071607778,0
3654-hidden,VICTORIA,3654-hidden,VICTORIA,-1071607778,0
3655-hidden,Grindrod,3655-hidden,Grindrod,-1071607778,0
3656-hidden,VICTORIA,3656-hidden,VICTORIA,-1071607778,0
3657-hidden,VICTORIA,3657-hidden,VICTORIA,-1071607778,0
3658-hidden,VICTORIA,3658-hidden,VICTORIA,-1071607778,0
4121-hidden,Fruitvale,4121-hidden,Fruitvale,-1071607778,0
4122-hidden,Fruitvale,4122-hidden,Fruitvale,-1071607778,0
4123-hidden,Victoria,4123-hidden,Victoria,-1071607778,0
4253-hidden,Salmo,4253-hidden,Salmo,-1071607778,0
4254-hidden,Eholt,4254-hidden,Eholt,-1071607778,0
4255-hidden,Prince George,4255-hidden,Prince George,-1071607778,0
4256-hidden,Quesnel,4256-hidden,Quesnel,-1071607778,0
4257-hidden,Burnaby,4257-hidden,Burnaby,-1071607778,0
4258-hidden,Burnaby,4258-hidden,Burnaby,-1071607778,0
4259-hidden,Houston,4259-hidden,Houston,-1071607778,0
4260-hidden,Smithers,4260-hidden,Smithers,-1071607778,0
4261-hidden,Smithers,4261-hidden,Smithers,-1071607778,0
4266-hidden,Kitimat,4266-hidden,Kitimat,-1071607778,0
4267-hidden,New Westminster,4267-hidden,New Westminster,-1071607778,0
4268-hidden,New Westminster,4268-hidden,New Westminster,-1071607778,0
4269-hidden,Burnaby,4269-hidden,Burnaby,-1071607778,0
4270-hidden,Maple Ridge,4270-hidden,Maple Ridge,-1071607778,0
4271-hidden,Maple Ridge,4271-hidden,Maple Ridge,-1071607778,0
4276-hidden,VICTORIA,4276-hidden,VICTORIA,-1071607778,0
4277-hidden,VICTORIA,4277-hidden,VICTORIA,-1071607778,0
4278-hidden,VICTORIA,4278-hidden,VICTORIA,-1071607778,0
4279-hidden,VICTORIA,4279-hidden,VICTORIA,-1071607778,0
4280-hidden,Buranby,4280-hidden,Buranby,-1071607778,0
4281-hidden,VICTORIA,4281-hidden,VICTORIA,-1071607778,0
4807-hidden,Princeton,4807-hidden,Princeton,-1071607778,0
4808-hidden,Cowichan,4808-hidden,Cowichan,-1071607778,0
4809-hidden,Cowichan,4809-hidden,Cowichan,-1071607778,0
4386-hidden,Mission,4386-hidden,Mission,-1071607778,0
4387-hidden,Vancouver,4387-hidden,Vancouver,-1071607778,0
4396-hidden,Victoria,4396-hidden,Victoria,-1071607778,0
4397-hidden,VICTORIA,4397-hidden,VICTORIA,-1071607778,0
4398-hidden,VICTORIA,4398-hidden,VICTORIA,-1071607778,0
4399-hidden,VICTORIA,4399-hidden,VICTORIA,-1071607778,0
4400-hidden,VICTORIA,4400-hidden,VICTORIA,-1071607778,0
4401-hidden,VICTORIA,4401-hidden,VICTORIA,-1071607778,0
4402-hidden,VICTORIA,4402-hidden,VICTORIA,-1071607778,0
4403-hidden,VICTORIA,4403-hidden,VICTORIA,-1071607778,0
4404-hidden,VICTORIA,4404-hidden,VICTORIA,-1071607778,0
4405-hidden,VICTORIA,4405-hidden,VICTORIA,-1071607778,0
4406-hidden,Malahat,4406-hidden,Malahat,-1071607778,0
4407-hidden,Malahat,4407-hidden,Malahat,-1071607778,0
4416-hidden,VICTORIA,4416-hidden,VICTORIA,-1071607778,0
4417-hidden,VICTORIA,4417-hidden,VICTORIA,-1071607778,0
4418-hidden,VICTORIA,4418-hidden,VICTORIA,-1071607778,0
4419-hidden,VICTORIA,4419-hidden,VICTORIA,-1071607778,0
2867-hidden,STEWART,2867-hidden,STEWART,-1071607778,0
2868-hidden,Queen Charlotte City,2868-hidden,Queen Charlotte City,-1071607778,0
2869-hidden,SMITHERS,2869-hidden,SMITHERS,-1071607778,0
2870-hidden,TELKWA,2870-hidden,TELKWA,-1071607778,0
2871-hidden,Lake Eroch,2871-hidden,Lake Eroch,-1071607778,0
3997-hidden,VICTORIA,3997-hidden,VICTORIA,-1071607778,0
3998-hidden,VICTORIA,3998-hidden,VICTORIA,-1071607778,0
3999-hidden,VICTORIA,3999-hidden,VICTORIA,-1071607778,0
4000-hidden,VICTORIA,4000-hidden,VICTORIA,-1071607778,0
4001-hidden,VICTORIA,4001-hidden,VICTORIA,-1071607778,0
4002-hidden,VICTORIA,4002-hidden,VICTORIA,-1071607778,0
